module	path	proposed_tier	confidence	source_markers	reusable_markers	public_declaration_count	direct_project_imports	required_action	proposed_canonical_family	cross_lane_dependency	rationale
NumStability.Analysis.Problem2_6	NumStability/Analysis/Problem2_6.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=12;declarations=13;doc_numbered_refs=6;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=1;public_declarations=13;definitional_declarations=1;doc_generality_refs=0;reusable_tier_imports=1	13	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 12 of 13 public declarations carry a numbered locator or source process word (for example problem2_6_ieeeSingle_two_pow_24_finiteSystem). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.ProblemDependentStability	NumStability/Analysis/ProblemDependentStability.lean	source	medium	name_locator=;name_process_word=;located_declarations=8;declarations=209;doc_numbered_refs=72;doc_higham_refs=12;doc_book_refs=26;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=201;public_declarations=209;definitional_declarations=44;doc_generality_refs=19;reusable_tier_imports=4	209	4	plan_source_extraction	NumStability.Source.Higham.Chapter01	none	Numbered Higham Chapter 01 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 8 of 209 public declarations carry a numbered locator or source process word (for example hessenberg4NoPivotEndpoint). Proposed canonical destination NumStability.Source.Higham.Chapter01 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Quadratic	NumStability/Analysis/Quadratic.lean	source	medium	name_locator=;name_process_word=;located_declarations=0;declarations=139;doc_numbered_refs=2;doc_higham_refs=9;doc_book_refs=2;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=130;public_declarations=130;definitional_declarations=36;doc_generality_refs=0;reusable_tier_imports=2	130	2	plan_source_extraction	NumStability.Source.Higham.Chapter01	none	Numbered Higham Chapter 01 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 130 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter01 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.RelativePrecision	NumStability/Analysis/RelativePrecision.lean	source	medium	name_locator=;name_process_word=;located_declarations=0;declarations=7;doc_numbered_refs=1;doc_higham_refs=2;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=7;public_declarations=7;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=0	7	0	plan_source_extraction	NumStability.Source.Higham.Chapter03	none	Numbered Higham Chapter 03 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 7 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter03 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.RoundingProductBounds	NumStability/Analysis/RoundingProductBounds.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=1;declarations=11;doc_numbered_refs=10;doc_higham_refs=11;doc_book_refs=2;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=10;public_declarations=11;definitional_declarations=0;doc_generality_refs=2;reusable_tier_imports=2	11	2	plan_reusable_relocation	NumStability.Analysis.Asymptotics	none	Source-neutral reusable mathematics: 10 of 11 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Analysis.Asymptotics as reusable cannot create a forbidden reusable-to-source edge; 5 direct consumer(s) at the frozen base.
NumStability.Analysis.SampleVariance	NumStability/Analysis/SampleVariance.lean	source	medium	name_locator=;name_process_word=;located_declarations=8;declarations=181;doc_numbered_refs=40;doc_higham_refs=32;doc_book_refs=4;doc_display_refs=2;source_tier_imports=0	neutral_public_declarations=149;public_declarations=157;definitional_declarations=54;doc_generality_refs=1;reusable_tier_imports=4	157	4	plan_source_extraction	NumStability.Source.Higham.Chapter01	none	Numbered Higham Chapter 01 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 8 of 157 public declarations carry a numbered locator or source process word (for example flSampleVarianceTwoPass_relError_le_linear_u_add_problem110_remainder). Proposed canonical destination NumStability.Source.Higham.Chapter01 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability/Analysis/SemiconvergentBlockFormExists.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=0;declarations=27;doc_numbered_refs=0;doc_higham_refs=9;doc_book_refs=1;doc_display_refs=13;source_tier_imports=0	neutral_public_declarations=25;public_declarations=25;definitional_declarations=3;doc_generality_refs=9;reusable_tier_imports=2	25	2	defer_pending_upstream_split	NumStability.Analysis.Spectral.Semiconvergence	REUSABLE_BLOCKED_BY:NumStability.Algorithms.StationaryIteration	Source-neutral reusable content (25 of 25 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Algorithms.StationaryIteration. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.Analysis.Spectral.Semiconvergence only after that owner is split.
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability/Analysis/SemiconvergentExistenceComplete.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=0;declarations=29;doc_numbered_refs=0;doc_higham_refs=30;doc_book_refs=0;doc_display_refs=35;source_tier_imports=0	neutral_public_declarations=29;public_declarations=29;definitional_declarations=6;doc_generality_refs=5;reusable_tier_imports=2	29	2	defer_pending_upstream_split	NumStability.Analysis.Spectral.Semiconvergence	REUSABLE_BLOCKED_BY:NumStability.Algorithms.StationaryIteration	Source-neutral reusable content (29 of 29 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Algorithms.StationaryIteration. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.Analysis.Spectral.Semiconvergence only after that owner is split.
NumStability.Analysis.SemiconvergentExistenceFull	NumStability/Analysis/SemiconvergentExistenceFull.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=0;declarations=5;doc_numbered_refs=0;doc_higham_refs=6;doc_book_refs=1;doc_display_refs=24;source_tier_imports=0	neutral_public_declarations=5;public_declarations=5;definitional_declarations=0;doc_generality_refs=6;reusable_tier_imports=2	5	2	defer_pending_upstream_split	NumStability.Analysis.Spectral.Semiconvergence	REUSABLE_BLOCKED_BY:NumStability.Algorithms.StationaryIteration	Source-neutral reusable content (5 of 5 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Algorithms.StationaryIteration. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.Analysis.Spectral.Semiconvergence only after that owner is split.
NumStability.Analysis.SemiconvergentExistenceGaps	NumStability/Analysis/SemiconvergentExistenceGaps.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=8;doc_numbered_refs=0;doc_higham_refs=8;doc_book_refs=4;doc_display_refs=12;source_tier_imports=0	neutral_public_declarations=7;public_declarations=7;definitional_declarations=0;doc_generality_refs=8;reusable_tier_imports=2	7	2	plan_reusable_relocation	NumStability.Analysis.Spectral.Semiconvergence	none	Source-neutral reusable mathematics: 7 of 7 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Analysis.Spectral.Semiconvergence as reusable cannot create a forbidden reusable-to-source edge; 2 direct consumer(s) at the frozen base.
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability/Analysis/SemiconvergentLimitGeneral.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=0;declarations=23;doc_numbered_refs=0;doc_higham_refs=26;doc_book_refs=11;doc_display_refs=37;source_tier_imports=0	neutral_public_declarations=23;public_declarations=23;definitional_declarations=1;doc_generality_refs=10;reusable_tier_imports=2	23	2	defer_pending_upstream_split	NumStability.Analysis.Spectral.Semiconvergence	REUSABLE_BLOCKED_BY:NumStability.Algorithms.StationaryIteration	Source-neutral reusable content (23 of 23 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Algorithms.StationaryIteration. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.Analysis.Spectral.Semiconvergence only after that owner is split.
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability/Analysis/SemiconvergentRealSpectrumComplete.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=0;declarations=9;doc_numbered_refs=0;doc_higham_refs=11;doc_book_refs=0;doc_display_refs=21;source_tier_imports=0	neutral_public_declarations=9;public_declarations=9;definitional_declarations=2;doc_generality_refs=4;reusable_tier_imports=2	9	2	defer_pending_upstream_split	NumStability.Analysis.Spectral.Semiconvergence	REUSABLE_BLOCKED_BY:NumStability.Algorithms.StationaryIteration	Source-neutral reusable content (9 of 9 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Algorithms.StationaryIteration. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.Analysis.Spectral.Semiconvergence only after that owner is split.
